Unnamed: 0,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_default_on_file_Y,Approval_Status
23,63996,RENT,2,HOMEIMPROVEMENT,D,4000,,1,0.062503906,Y,2,1,Approved
26,34000,MORTGAGE,5,EDUCATION,B,5500,10.65,1,0.161764706,N,3,0,Approved
23,88000,RENT,4,HOMEIMPROVEMENT,A,4000,7.14,1,0.045454545,N,4,0,Approved
26,34000,MORTGAGE,3,MEDICAL,D,4000,17.58,1,0.117647059,N,3,0,Approved
24,118068,RENT,0,DEBTCONSOLIDATION,B,4000,10.51,1,0.033878782,N,3,0,Approved
26,158000,RENT,0,HOMEIMPROVEMENT,D,4000,14.84,1,0.025316456,N,3,0,Approved
24,15000,RENT,8,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,Y,2,1,Approved
24,16000,RENT,2,DEBTCONSOLIDATION,D,4200,,1,0.2625,N,4,0,Approved
21,19000,RENT,2,HOMEIMPROVEMENT,C,4200,,1,0.221052632,Y,2,1,Approved
22,22560,RENT,3,PERSONAL,D,4200,15.2,1,0.186170213,Y,4,1,Approved
24,26000,RENT,0,PERSONAL,E,4200,16,1,0.161538462,N,2,0,Approved
26,30000,RENT,1,EDUCATION,D,4200,16.49,1,0.14,N,3,0,Approved
25,12000,RENT,3,DEBTCONSOLIDATION,C,4350,12.98,1,0.3625,Y,4,1,Approved
24,14400,RENT,0,DEBTCONSOLIDATION,B,4375,,1,0.303819444,N,2,0,Approved
26,15000,RENT,0,DEBTCONSOLIDATION,B,4375,12.69,1,0.291666667,N,4,0,Approved
24,16800,RENT,,DEBTCONSOLIDATION,B,4375,9.99,1,0.260416667,N,2,0,Approved
24,22044,RENT,3,HOMEIMPROVEMENT,E,4375,16.4,1,0.198466703,Y,3,1,Approved
22,14400,RENT,0,HOMEIMPROVEMENT,E,4400,19.91,1,0.305555556,N,4,0,Approved
22,19200,RENT,6,PERSONAL,B,4400,11.49,1,0.229166667,N,2,0,Approved
22,34000,MORTGAGE,6,VENTURE,D,15000,15.99,1,0.441176471,Y,2,1,Approved
23,43000,RENT,7,MEDICAL,B,4400,11.99,1,0.102325581,N,4,0,Approved
24,49000,RENT,8,DEBTCONSOLIDATION,D,4400,16.77,1,0.089795918,Y,3,1,Approved
22,14400,RENT,0,EDUCATION,A,4500,7.88,1,0.3125,N,4,0,Approved
23,15600,RENT,1,VENTURE,A,4500,5.99,1,0.288461538,N,4,0,Approved
25,15600,RENT,3,PERSONAL,A,4500,7.51,1,0.288461538,N,3,0,Approved
25,17600,RENT,,PERSONAL,C,4500,13.99,1,0.255681818,N,2,0,Approved
23,18000,RENT,,VENTURE,A,4500,7.49,1,0.25,N,4,0,Approved
21,18000,RENT,2,PERSONAL,B,4500,10.38,1,0.25,N,2,0,Approved
23,18000,RENT,0,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,N,3,0,Approved
24,18200,RENT,8,EDUCATION,A,4500,8.94,1,0.247252747,N,2,0,Approved
25,18204,RENT,0,EDUCATION,C,4500,13.61,1,0.247198418,N,2,0,Approved
25,21000,RENT,2,EDUCATION,E,4500,16.45,1,0.214285714,Y,4,1,Approved
23,21600,RENT,1,EDUCATION,D,4500,15.65,1,0.208333333,N,2,0,Approved
23,23421,RENT,3,MEDICAL,E,4500,17.99,1,0.192135263,Y,3,1,Approved
23,34000,MORTGAGE,0,EDUCATION,C,4000,14.17,1,0.117647059,N,2,0,Approved
23,33000,RENT,1,DEBTCONSOLIDATION,D,4500,15.05,1,0.136363636,N,4,0,Approved
26,34000,MORTGAGE,4,PERSONAL,A,12250,6.91,1,0.360294118,N,4,0,Approved
24,34000,MORTGAGE,1,DEBTCONSOLIDATION,D,7000,14.09,1,0.205882353,N,2,0,Approved
24,34068,RENT,2,EDUCATION,D,4500,14.84,1,0.132088764,N,3,0,Approved
21,36000,RENT,1,VENTURE,D,4500,17.27,1,0.125,N,2,0,Approved
22,44000,RENT,,PERSONAL,D,4500,14.46,1,0.102272727,Y,2,1,Approved
22,48300,RENT,0,HOMEIMPROVEMENT,B,4500,9.76,1,0.093167702,N,2,0,Approved
22,34000,MORTGAGE,4,PERSONAL,D,7750,15.21,1,0.227941176,N,2,0,Approved
23,54000,RENT,5,HOMEIMPROVEMENT,A,4500,8.49,1,0.083333333,N,2,0,Approved
23,54000,RENT,7,EDUCATION,B,4500,,1,0.083333333,N,2,0,Approved
25,60000,RENT,9,HOMEIMPROVEMENT,B,4500,10.99,1,0.075,N,2,0,Approved
21,34000,MORTGAGE,5,EDUCATION,B,10000,10.62,1,0.294117647,N,2,0,Approved
26,44000,RENT,5,DEBTCONSOLIDATION,C,4600,13.99,1,0.104545455,N,4,0,Approved
26,52800,RENT,3,DEBTCONSOLIDATION,D,4600,15.62,1,0.087121212,Y,4,1,Approved
26,19800,RENT,0,MEDICAL,C,4725,11.22,1,0.238636364,N,3,0,Approved
24,12000,RENT,0,EDUCATION,B,4750,10.75,1,0.395833333,N,4,0,Approved
21,13806,RENT,6,PERSONAL,C,4750,12.73,1,0.34405331,Y,3,1,Approved
22,14000,RENT,2,PERSONAL,D,4750,14.61,1,0.339285714,N,4,0,Approved
26,14040,RENT,1,DEBTCONSOLIDATION,B,4750,10.25,1,0.338319088,N,2,0,Approved
23,14400,RENT,1,EDUCATION,B,4750,11.11,1,0.329861111,N,2,0,Approved
26,15000,RENT,0,PERSONAL,A,4750,8.49,1,0.316666667,N,3,0,Approved
25,15600,RENT,1,PERSONAL,C,4750,13.85,1,0.304487179,N,4,0,Approved
22,16000,RENT,0,EDUCATION,C,4750,13.16,1,0.296875,N,3,0,Approved
24,34000,MORTGAGE,3,PERSONAL,D,10000,15.31,1,0.294117647,Y,2,1,Approved
22,13440,RENT,1,MEDICAL,B,4800,12.53,1,0.357142857,N,4,0,Approved
21,15000,RENT,6,VENTURE,A,4800,8.49,1,0.32,N,3,0,Approved
24,15000,RENT,3,PERSONAL,E,4800,16.95,1,0.32,N,3,0,Approved
21,15996,RENT,3,MEDICAL,D,4800,15.37,1,0.300075019,Y,3,1,Approved
22,19800,RENT,,DEBTCONSOLIDATION,B,4800,10.99,1,0.242424242,N,2,0,Approved
21,34000,OTHER,3,VENTURE,E,9600,15.68,1,0.282352941,Y,2,1,Approved
22,32000,RENT,3,DEBTCONSOLIDATION,D,4800,16.49,1,0.15,Y,2,1,Approved
24,33000,RENT,4,MEDICAL,D,4800,14.91,1,0.145454545,Y,4,1,Approved
23,34000,MORTGAGE,0,DEBTCONSOLIDATION,D,2525,13.12,1,0.074264706,N,3,0,Approved
23,33000,RENT,5,DEBTCONSOLIDATION,D,4800,14.54,1,0.145454545,Y,3,1,Approved
25,30000,RENT,0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2,1,Approved
22,32400,RENT,7,PERSONAL,C,4800,13.98,1,0.148148148,Y,2,1,Approved
23,39000,RENT,0,PERSONAL,E,4800,17.99,1,0.123076923,N,4,0,Approved
26,42000,RENT,2,VENTURE,C,4800,14.27,1,0.114285714,N,2,0,Approved
24,42000,RENT,2,EDUCATION,C,4800,15.23,1,0.114285714,Y,2,1,Approved
22,34900,MORTGAGE,4,DEBTCONSOLIDATION,D,3600,15.7,1,0.103151862,N,4,0,Approved
23,34900,MORTGAGE,2,MEDICAL,F,4000,,1,0.114613181,Y,4,1,Approved
25,49000,RENT,3,MEDICAL,D,4800,14.96,1,0.097959184,Y,2,1,Approved
26,52000,RENT,6,MEDICAL,E,4800,17.99,1,0.092307692,N,4,0,Approved
26,53000,RENT,2,PERSONAL,D,4800,15.62,1,0.090566038,Y,3,1,Approved
22,67200,RENT,6,DEBTCONSOLIDATION,E,4800,16.7,1,0.071428571,Y,2,1,Approved
24,69000,RENT,2,DEBTCONSOLIDATION,D,4800,15.21,1,0.069565217,N,4,0,Approved
24,87996,RENT,8,DEBTCONSOLIDATION,D,10000,14.84,1,0.113641529,Y,2,1,Approved
25,88000,RENT,9,EDUCATION,E,10000,17.88,1,0.113636364,Y,4,1,Approved
21,88000,RENT,,VENTURE,E,10000,17.93,1,0.113636364,Y,3,1,Approved
26,96000,RENT,2,EDUCATION,D,10000,15.28,1,0.104166667,Y,2,1,Approved
23,98000,RENT,0,EDUCATION,E,10000,16.4,1,0.102040816,N,2,0,Approved
21,35760,MORTGAGE,5,HOMEIMPROVEMENT,E,2400,,1,0.067114094,N,3,0,Approved
23,35941,MORTGAGE,7,HOMEIMPROVEMENT,C,3500,13.35,1,0.09738182,N,2,0,Approved
22,36000,MORTGAGE,6,DEBTCONSOLIDATION,B,4000,12.69,1,0.111111111,N,4,0,Approved
21,36000,MORTGAGE,2,MEDICAL,C,5000,14.27,1,0.138888889,Y,2,1,Approved
25,153000,RENT,9,DEBTCONSOLIDATION,D,10000,14.96,1,0.065359477,Y,4,1,Approved
24,238000,RENT,2,VENTURE,D,10000,13.67,1,0.042016807,N,2,0,Approved
24,24148,RENT,1,EDUCATION,B,9975,11.48,1,0.413077688,N,4,0,Approved
22,29004,RENT,,EDUCATION,B,9975,,1,0.34391808,N,2,0,Approved
22,26400,RENT,6,EDUCATION,B,9900,11.71,1,0.375,N,4,0,Approved
22,30000,RENT,4,VENTURE,A,9875,7.29,1,0.329166667,N,3,0,Approved
26,28000,RENT,5,VENTURE,A,9800,7.29,1,0.35,N,4,0,Approved
23,44000,RENT,7,EDUCATION,A,9800,7.51,1,0.222727273,N,2,0,Approved
23,44000,RENT,7,MEDICAL,C,9800,13.11,1,0.222727273,N,2,0,Approved
23,66300,RENT,7,MEDICAL,D,9800,15.7,1,0.147812971,Y,2,1,Approved
23,36000,MORTGAGE,7,HOMEIMPROVEMENT,B,6725,11.49,1,0.186805556,N,2,0,Approved
25,32400,RENT,2,MEDICAL,B,4900,11.49,1,0.151234568,N,2,0,Approved
26,36000,MORTGAGE,1,HOMEIMPROVEMENT,B,4500,10.59,1,0.125,N,2,0,Approved
25,13296,RENT,,HOMEIMPROVEMENT,B,4950,9.63,1,0.372292419,N,3,0,Approved
22,15000,RENT,3,PERSONAL,A,4950,8.9,1,0.33,N,4,0,Approved
24,36000,MORTGAGE,5,MEDICAL,C,4000,15.23,1,0.111111111,Y,3,1,Approved
22,27996,RENT,1,VENTURE,E,5000,17.51,1,0.178596942,N,4,0,Approved
23,28000,RENT,4,DEBTCONSOLIDATION,C,5000,13.72,1,0.178571429,N,4,0,Approved
26,30000,RENT,2,EDUCATION,B,5000,12.42,1,0.166666667,N,2,0,Approved
24,30000,RENT,6,DEBTCONSOLIDATION,B,5000,12.69,1,0.166666667,N,4,0,Approved
23,36000,MORTGAGE,7,HOMEIMPROVEMENT,A,10750,,1,0.298611111,N,3,0,Approved
23,30000,RENT,,HOMEIMPROVEMENT,C,5000,12.99,1,0.166666667,Y,2,1,Approved
22,30000,RENT,0,HOMEIMPROVEMENT,B,5000,8.88,1,0.166666667,N,3,0,Approved
21,30000,RENT,2,PERSONAL,D,5000,14.96,1,0.166666667,N,2,0,Approved
21,36000,MORTGAGE,0,EDUCATION,A,14000,6.54,1,0.388888889,N,4,0,Approved
26,30000,RENT,7,DEBTCONSOLIDATION,D,5000,14.42,1,0.166666667,N,4,0,Approved
25,32000,RENT,9,VENTURE,C,5000,14.27,1,0.15625,Y,4,1,Approved
23,32000,RENT,4,HOMEIMPROVEMENT,B,5000,12.69,1,0.15625,N,4,0,Approved
22,36000,MORTGAGE,3,DEBTCONSOLIDATION,D,7000,14.84,1,0.194444444,N,3,0,Approved
24,36000,MORTGAGE,8,HOMEIMPROVEMENT,A,6000,7.14,1,0.166666667,N,4,0,Approved
22,32968,RENT,2,DEBTCONSOLIDATION,D,5000,14.61,1,0.151662218,N,3,0,Approved
26,36000,MORTGAGE,2,HOMEIMPROVEMENT,B,6000,11.49,1,0.166666667,N,2,0,Approved
26,33280,RENT,11,DEBTCONSOLIDATION,D,5000,14.11,1,0.150240385,N,4,0,Approved
23,34800,RENT,1,HOMEIMPROVEMENT,B,5000,10.99,1,0.143678161,N,2,0,Approved
25,36000,MORTGAGE,6,MEDICAL,D,10000,,1,0.277777778,N,2,0,Approved
25,36000,MORTGAGE,2,DEBTCONSOLIDATION,C,13750,13.22,1,0.381944444,N,4,0,Approved
25,29000,RENT,3,DEBTCONSOLIDATION,D,5000,15.7,1,0.172413793,Y,3,1,Approved
23,29000,RENT,1,MEDICAL,F,5000,,1,0.172413793,Y,3,1,Approved
24,29004,RENT,4,EDUCATION,A,5000,6.92,1,0.172390015,N,3,0,Approved
22,30000,RENT,3,MEDICAL,D,5000,18.25,1,0.166666667,N,2,0,Approved
23,30000,RENT,7,PERSONAL,C,5000,14.17,1,0.166666667,Y,3,1,Approved
22,30000,RENT,2,DEBTCONSOLIDATION,D,5000,14.54,1,0.166666667,N,4,0,Approved
22,30000,RENT,6,MEDICAL,E,5000,17.43,1,0.166666667,N,2,0,Approved
22,30000,RENT,4,VENTURE,D,5000,15.21,1,0.166666667,Y,3,1,Approved
24,30000,RENT,1,HOMEIMPROVEMENT,D,5000,15.7,1,0.166666667,Y,4,1,Approved
26,36000,MORTGAGE,10,HOMEIMPROVEMENT,C,5000,12.29,1,0.138888889,Y,3,1,Approved
23,31516,RENT,,DEBTCONSOLIDATION,B,5000,9.91,1,0.158649575,N,4,0,Approved
23,32000,RENT,5,HOMEIMPROVEMENT,B,5000,,1,0.15625,N,4,0,Approved
25,32000,RENT,1,EDUCATION,D,5000,15.37,1,0.15625,Y,3,1,Approved
23,32000,RENT,2,VENTURE,E,5000,13.93,1,0.15625,N,4,0,Approved
26,32352,RENT,0,VENTURE,D,5000,14.84,1,0.154549951,N,4,0,Approved
24,33000,RENT,1,MEDICAL,F,5000,21.36,1,0.151515152,N,2,0,Approved
23,33996,RENT,0,PERSONAL,D,5000,14.84,1,0.147076127,Y,2,1,Approved
24,33996,RENT,2,HOMEIMPROVEMENT,D,5000,14.96,1,0.147076127,N,2,0,Approved
24,33996,RENT,2,VENTURE,D,5000,12.92,1,0.147076127,N,4,0,Approved
21,36588,MORTGAGE,5,DEBTCONSOLIDATION,D,1000,14.61,1,0.027331365,N,2,0,Approved
22,34000,RENT,6,PERSONAL,B,5000,,1,0.147058824,N,4,0,Approved
24,34000,RENT,2,EDUCATION,C,5000,12.23,1,0.147058824,N,2,0,Approved
22,34000,RENT,4,DEBTCONSOLIDATION,C,5000,12.73,1,0.147058824,Y,3,1,Approved
21,34000,RENT,2,PERSONAL,D,5000,14.59,1,0.147058824,N,4,0,Approved
22,34500,RENT,2,MEDICAL,D,5000,16.89,1,0.144927536,N,3,0,Approved
23,42996,MORTGAGE,2,VENTURE,D,8500,,0,0.197692809,Y,4,1,Approved
25,34800,RENT,2,PERSONAL,D,5000,16.02,1,0.143678161,Y,3,1,Approved
22,34800,RENT,0,MEDICAL,D,5000,15.21,1,0.143678161,Y,2,1,Approved
22,35000,RENT,4,EDUCATION,C,5000,15.96,1,0.142857143,N,4,0,Approved
21,35000,RENT,6,PERSONAL,C,5000,14.79,1,0.142857143,N,2,0,Approved
25,35280,RENT,0,HOMEIMPROVEMENT,D,5000,14.96,1,0.141723356,N,3,0,Approved
22,36000,RENT,1,EDUCATION,C,5000,12.68,1,0.138888889,N,4,0,Approved
22,36000,RENT,5,MEDICAL,D,5000,16.32,1,0.138888889,N,4,0,Approved
24,36000,RENT,2,DEBTCONSOLIDATION,D,5000,14.59,1,0.138888889,N,2,0,Approved
23,36000,RENT,0,VENTURE,C,5000,13.22,1,0.138888889,N,4,0,Approved
24,37000,MORTGAGE,8,HOMEIMPROVEMENT,B,10000,,1,0.27027027,N,2,0,Approved
24,36100,RENT,4,DEBTCONSOLIDATION,D,5000,12.92,1,0.138504155,Y,3,1,Approved
24,37000,RENT,3,MEDICAL,E,5000,16.45,1,0.135135135,N,3,0,Approved
24,38500,RENT,0,MEDICAL,D,5000,14.84,1,0.12987013,N,2,0,Approved
24,39000,RENT,1,DEBTCONSOLIDATION,E,5000,16.77,1,0.128205128,Y,3,1,Approved
22,39000,RENT,2,MEDICAL,C,5000,12.23,1,0.128205128,Y,3,1,Approved
23,39000,RENT,3,DEBTCONSOLIDATION,D,5000,15.37,1,0.128205128,Y,4,1,Approved
23,39600,RENT,4,MEDICAL,D,5000,14.84,1,0.126262626,Y,2,1,Approved
24,39996,RENT,0,VENTURE,D,5000,14.11,1,0.125012501,Y,3,1,Approved
26,40000,RENT,0,PERSONAL,D,5000,15.99,1,0.125,Y,2,1,Approved
24,37000,MORTGAGE,0,MEDICAL,C,8500,12.53,1,0.22972973,Y,2,1,Approved
26,42000,RENT,3,PERSONAL,C,5000,13.99,1,0.119047619,N,3,0,Approved
23,37200,MORTGAGE,7,HOMEIMPROVEMENT,B,7000,10.59,1,0.188172043,N,2,0,Approved
21,42000,RENT,2,PERSONAL,D,5000,,1,0.119047619,N,4,0,Approved
23,42000,RENT,0,DEBTCONSOLIDATION,C,5000,,1,0.119047619,Y,2,1,Approved
21,37200,MORTGAGE,3,MEDICAL,A,16800,6.17,1,0.451612903,N,2,0,Approved
26,37200,MORTGAGE,10,DEBTCONSOLIDATION,C,16000,13.11,1,0.430107527,N,2,0,Approved
23,44000,RENT,6,HOMEIMPROVEMENT,D,5000,16.77,1,0.113636364,N,2,0,Approved
23,49029,RENT,1,MEDICAL,A,9000,,1,0.183564829,N,2,0,Approved
23,37700,MORTGAGE,7,DEBTCONSOLIDATION,A,10000,9.63,1,0.265251989,N,3,0,Approved
25,37700,MORTGAGE,7,EDUCATION,B,9000,11.58,1,0.23872679,N,2,0,Approved
23,59000,RENT,0,HOMEIMPROVEMENT,D,9000,15.28,1,0.152542373,N,4,0,Approved
23,69000,RENT,1,EDUCATION,D,9000,14.09,1,0.130434783,Y,3,1,Approved
22,38004,MORTGAGE,7,DEBTCONSOLIDATION,D,3600,17.27,1,0.094726871,N,4,0,Approved
24,83000,RENT,8,PERSONAL,D,9000,15.05,1,0.108433735,Y,3,1,Approved
23,38400,MORTGAGE,2,DEBTCONSOLIDATION,D,15000,17.27,1,0.390625,N,3,0,Approved
24,143000,RENT,7,VENTURE,E,9000,16.45,1,0.062937063,Y,4,1,Approved
24,24000,RENT,5,MEDICAL,B,8975,11.83,1,0.373958333,N,2,0,Approved
26,33000,RENT,4,MEDICAL,D,8975,16.02,0,0.271969697,Y,3,1,Approved
23,33000,RENT,1,EDUCATION,C,8950,13.22,1,0.271212121,Y,3,1,Approved
25,19240,RENT,0,HOMEIMPROVEMENT,B,8875,10.65,1,0.461278586,N,4,0,Approved
26,21312,RENT,0,PERSONAL,B,8875,10.59,1,0.416432057,N,2,0,Approved
23,23000,RENT,2,EDUCATION,A,8875,8.9,1,0.385869565,N,2,0,Approved
22,23000,RENT,1,DEBTCONSOLIDATION,B,8875,10.74,1,0.385869565,N,4,0,Approved
26,24500,RENT,4,PERSONAL,B,8875,10,1,0.362244898,N,2,0,Approved
21,26124,RENT,3,EDUCATION,D,8875,15.62,1,0.339725923,Y,3,1,Approved
24,26400,RENT,4,MEDICAL,A,8875,6.62,1,0.336174242,N,4,0,Approved
24,28800,RENT,2,PERSONAL,B,8875,,1,0.308159722,N,2,0,Approved
22,23800,RENT,2,VENTURE,A,8800,9.32,1,0.369747899,N,4,0,Approved
23,44000,RENT,1,MEDICAL,C,5000,13.99,1,0.113636364,Y,2,1,Approved
23,44000,RENT,3,MEDICAL,D,5000,14.91,1,0.113636364,Y,2,1,Approved
24,39000,MORTGAGE,3,DEBTCONSOLIDATION,D,4150,17.58,1,0.106410256,Y,2,1,Approved
21,45996,RENT,5,DEBTCONSOLIDATION,D,5000,,1,0.108705105,Y,3,1,Approved
25,45996,RENT,2,DEBTCONSOLIDATION,G,5000,,1,0.108705105,Y,4,1,Approved
22,21000,RENT,1,PERSONAL,A,8500,7.51,1,0.404761905,N,4,0,Approved
24,24000,RENT,1,PERSONAL,A,8500,7.9,1,0.354166667,N,3,0,Approved
25,24000,RENT,2,VENTURE,B,8500,9.88,1,0.354166667,N,4,0,Approved
26,24996,RENT,3,VENTURE,A,8500,6.91,1,0.340054409,N,4,0,Approved
24,25000,RENT,0,VENTURE,B,8500,11.71,1,0.34,N,3,0,Approved
23,25000,RENT,2,EDUCATION,A,8500,6.03,1,0.34,N,3,0,Approved
26,25000,RENT,3,MEDICAL,B,8500,11.71,1,0.34,N,2,0,Approved
25,25000,RENT,0,MEDICAL,C,8500,12.53,1,0.34,Y,2,1,Approved
24,25000,RENT,0,HOMEIMPROVEMENT,B,8500,12.21,1,0.34,N,2,0,Approved
25,25000,RENT,4,DEBTCONSOLIDATION,B,8500,11.26,1,0.34,N,2,0,Approved
21,25200,RENT,3,MEDICAL,C,8500,13.61,1,0.337301587,Y,2,1,Approved
22,26000,RENT,,EDUCATION,A,8500,6.17,1,0.326923077,N,3,0,Approved
22,27000,RENT,2,EDUCATION,B,8500,12.21,1,0.314814815,N,2,0,Approved
21,27120,RENT,0,EDUCATION,A,8500,8.9,1,0.313421829,N,2,0,Approved
26,28700,RENT,6,MEDICAL,D,8500,13.55,1,0.296167247,Y,3,1,Approved
21,29760,RENT,1,DEBTCONSOLIDATION,B,8500,10.62,0,0.28561828,N,2,0,Approved
22,30000,RENT,4,HOMEIMPROVEMENT,D,8500,15.05,1,0.283333333,Y,4,1,Approved
22,39000,MORTGAGE,,HOMEIMPROVEMENT,A,5500,5.99,1,0.141025641,N,4,0,Approved
23,34000,RENT,5,VENTURE,C,8500,13.92,1,0.25,N,3,0,Approved
26,39000,MORTGAGE,0,DEBTCONSOLIDATION,D,5600,16.49,1,0.143589744,Y,3,1,Approved
24,39000,MORTGAGE,8,HOMEIMPROVEMENT,C,5000,,1,0.128205128,N,3,0,Approved
25,44000,RENT,9,MEDICAL,C,8500,14.27,1,0.193181818,N,4,0,Approved
21,44000,RENT,5,DEBTCONSOLIDATION,B,8500,11.49,1,0.193181818,N,2,0,Approved
22,46968,RENT,1,PERSONAL,C,8500,,1,0.18097428,N,4,0,Approved
25,69000,RENT,5,HOMEIMPROVEMENT,A,8500,6.92,1,0.123188406,N,4,0,Approved
22,21040,RENT,,EDUCATION,B,8450,11.71,1,0.40161597,N,4,0,Approved
22,25000,RENT,2,EDUCATION,A,8400,6.62,1,0.336,N,2,0,Approved
22,49000,RENT,1,EDUCATION,D,5000,15.62,1,0.102040816,Y,4,1,Approved
24,50000,RENT,1,HOMEIMPROVEMENT,D,5000,15.62,1,0.1,N,4,0,Approved
26,51000,RENT,10,MEDICAL,B,5000,12.42,1,0.098039216,N,4,0,Approved
24,51000,RENT,2,DEBTCONSOLIDATION,D,5000,14.74,1,0.098039216,Y,2,1,Approved
26,51600,RENT,1,HOMEIMPROVEMENT,A,5000,8.94,1,0.096899225,N,2,0,Approved
22,52880,RENT,6,MEDICAL,D,5000,14.59,1,0.094553707,N,4,0,Approved
26,53000,RENT,4,DEBTCONSOLIDATION,D,5000,15.95,1,0.094339623,Y,2,1,Approved
22,54000,RENT,6,DEBTCONSOLIDATION,D,5000,17.27,1,0.092592593,Y,2,1,Approved
22,54000,RENT,1,DEBTCONSOLIDATION,A,5000,6.54,1,0.092592593,N,3,0,Approved
24,39000,MORTGAGE,2,HOMEIMPROVEMENT,C,16000,14.22,1,0.41025641,N,4,0,Approved
22,54000,RENT,4,EDUCATION,E,5000,16.35,1,0.092592593,Y,3,1,Approved
23,54000,RENT,7,EDUCATION,C,5000,12.84,1,0.092592593,Y,2,1,Approved
25,59000,RENT,0,MEDICAL,D,5000,15.62,1,0.084745763,Y,3,1,Approved
23,39000,MORTGAGE,7,VENTURE,C,16000,14.26,1,0.41025641,N,3,0,Approved
22,59004,RENT,3,EDUCATION,B,5000,11.11,1,0.084740018,N,3,0,Approved
23,39000,MORTGAGE,0,MEDICAL,D,8000,14.11,1,0.205128205,N,3,0,Approved
24,39000,MORTGAGE,1,EDUCATION,D,12000,14.11,1,0.307692308,N,2,0,Approved
23,63900,RENT,7,DEBTCONSOLIDATION,D,5000,15.99,1,0.078247261,N,2,0,Approved
23,54400,RENT,2,MEDICAL,D,5000,16.49,1,0.091911765,N,4,0,Approved
23,55488,RENT,4,MEDICAL,D,5000,15.21,1,0.090109573,N,2,0,Approved
22,39000,MORTGAGE,1,VENTURE,F,5000,18.21,1,0.128205128,Y,4,1,Approved
26,39000,MORTGAGE,4,DEBTCONSOLIDATION,D,5000,13.67,1,0.128205128,N,3,0,Approved
23,69000,RENT,4,PERSONAL,A,5000,7.49,1,0.072463768,N,2,0,Approved
26,39200,MORTGAGE,2,MEDICAL,D,4000,15.05,1,0.102040816,N,3,0,Approved
24,74000,RENT,6,EDUCATION,C,5000,15.27,1,0.067567568,N,4,0,Approved
22,74000,RENT,3,DEBTCONSOLIDATION,C,5000,13.49,1,0.067567568,Y,4,1,Approved
23,39292,MORTGAGE,3,PERSONAL,A,3250,,1,0.082714038,N,4,0,Approved
23,62900,RENT,7,MEDICAL,D,5000,14.84,1,0.079491256,N,4,0,Approved
23,39325,MORTGAGE,3,EDUCATION,C,2800,12.87,1,0.071201526,N,4,0,Approved
26,73000,RENT,0,EDUCATION,D,5000,15.31,1,0.068493151,Y,2,1,Approved
26,39500,MORTGAGE,6,MEDICAL,D,15250,15.05,1,0.386075949,N,4,0,Approved
25,76000,RENT,2,DEBTCONSOLIDATION,E,5000,17.19,1,0.065789474,Y,3,1,Approved
23,78000,RENT,0,HOMEIMPROVEMENT,A,5000,6.62,1,0.064102564,N,4,0,Approved
25,80000,RENT,8,DEBTCONSOLIDATION,D,5000,14.96,1,0.0625,Y,4,1,Approved
23,86004,RENT,0,PERSONAL,D,5000,14.84,1,0.058136831,N,2,0,Approved
22,39600,MORTGAGE,6,DEBTCONSOLIDATION,C,4650,10.28,1,0.117424242,N,4,0,Approved
22,39868,MORTGAGE,2,DEBTCONSOLIDATION,D,2400,16.02,1,0.060198656,Y,4,1,Approved
25,39996,MORTGAGE,9,DEBTCONSOLIDATION,D,1500,,1,0.03750375,Y,3,1,Approved
24,80155,RENT,8,MEDICAL,F,5000,,1,0.06237914,N,3,0,Approved
24,88400,RENT,8,MEDICAL,D,5000,,1,0.056561086,N,4,0,Approved
22,114000,RENT,2,VENTURE,D,5000,15.31,1,0.043859649,N,3,0,Approved
23,138000,RENT,1,DEBTCONSOLIDATION,D,5000,14.91,1,0.036231884,N,4,0,Approved
25,21600,RENT,0,MEDICAL,B,5200,11.86,1,0.240740741,N,3,0,Approved
25,30000,RENT,2,DEBTCONSOLIDATION,E,5200,17.19,1,0.173333333,N,4,0,Approved
23,24000,RENT,3,EDUCATION,A,5250,7.66,1,0.21875,N,3,0,Approved
22,30000,RENT,2,EDUCATION,E,5300,17.99,1,0.176666667,Y,4,1,Approved
24,30000,RENT,3,MEDICAL,D,5300,15.28,1,0.176666667,Y,3,1,Approved
25,40000,MORTGAGE,5,HOMEIMPROVEMENT,B,15000,11.36,1,0.375,N,2,0,Approved
21,22000,RENT,,PERSONAL,B,5325,12.42,1,0.242045455,N,3,0,Approved
24,18000,RENT,3,MEDICAL,D,5400,15.99,1,0.3,Y,3,1,Approved
22,18000,RENT,2,DEBTCONSOLIDATION,C,5400,15.23,1,0.3,N,4,0,Approved
26,25300,RENT,2,HOMEIMPROVEMENT,D,5400,16.02,1,0.213438735,Y,2,1,Approved
22,32000,RENT,1,PERSONAL,D,5400,16.29,1,0.16875,N,2,0,Approved
22,58617,RENT,6,MEDICAL,D,5400,15.21,1,0.092123445,N,2,0,Approved
22,69108,RENT,2,PERSONAL,E,5400,15.95,1,0.078138566,Y,2,1,Approved
22,12000,RENT,5,EDUCATION,B,5500,10.36,1,0.458333333,N,4,0,Approved
